Station Name,Station Address,City,Zip,Phone,Hours,Charger Network,Latitutde,Longitude,Score,Businesses
University Covenant Church,315 Mace Blvd,Davis,95616,,24 hours daily,,38.55755,-121.6947,0,
5TH ST GARAGE,1100 5th St,Napa,94559,,24 hours daily,ChargePoint Network,38.295896,-122.284587,0,
CITY OF ANAHEIM,1041 N Pacificenter Dr,Anaheim,92806,,24 hours daily,ChargePoint Network,33.853184,-117.840338,0,
350GREEN,2011 N Riverside Ave,Rialto,92377,,24 hours daily,ChargePoint Network,34.1370786,-117.3695102,0,
Los Angeles County Sheriff - Mira Loma Garage,45000 N 60th St W,Lancaster,93536,,"7am-4pm M-F; keypad activated, instructions on EVSE",,34.7005009,-118.2366472,0,
Intl Brotherhood of Electrical Workers 569 - NECA Electrical Training Center,4675 Viewridge Ave,San Diego,92123,,24 hours daily,,32.823912,-117.12114,0,
PLEASANT HILL,100 Gregory Ln,Pleasant Hill,94523,,24 hours daily,ChargePoint Network,37.9472383,-122.0637805,0,
350GREEN,6144 Dewey Dr,Citrus Heights,95621,,24 hours daily,ChargePoint Network,38.6779594,-121.3101196,0,
Mosaic Apartments,500 Race St,San Jose,95126,,24 hours daily,ChargePoint Network,37.31916428,-121.9116,0,
Pleasanton Corporate Commons - 6220,6220 Stoneridge Mall Road,Pleasanton,94588,,MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours,SemaCharge Network,37.6956321,-121.9217205,0,
University of California Davis - Institute of Transportation Studies,1715 Tilia St,Davis,95616,,24 hours daily,,38.542219,-121.771883,0,
Harper Motors,4800 US 101,Eureka,95503,,Dealership business hours,,40.807267,-124.114418,0,
SMCCD,College of San Mateo 1700 West Hillsdale Blvd,San Mateo,94402,,24 hours daily,ChargePoint Network,37.5342651,-122.3351773,0,
CCSF-SFMTA,1660 Mission St,San Francisco,94103,,24 hours daily,ChargePoint Network,37.7711744,-122.4200215,0,
BURCAL,430 Teal Ct,Burbank,91505,,24 hours daily,ChargePoint Network,34.1520778,-118.3303658,0,
UCSC,Steinhart Way,Santa Cruz,95064,,24 hours daily,ChargePoint Network,36.9991674,-122.0632557,0,
Ohlone College - Fremont Campus - Hyman Hall,43600 Mission Blvd,Fremont,94539,,"MON: 6:00am-11:00pm, 5:00am-11:00pm | TUE: 6:00am-11:00pm, 5:00am-11:00pm | WED: 6:00am-11:00pm, 5:00am-11:00pm | THU: 6:00am-11:00pm, 5:00am-11:00pm | FRI: 6:00am-11:00pm, 5:00am-11:00pm | SAT: 6:00am-11:00pm, 5:00am-11:00pm | SUN: 6:00am-11:00pm, 5:00am-11:00pm",Blink Network,37.530123,-121.914715,0,
Tuscali Mountain Inn,1224 N. Topanga Canyon Blvd,Topanga,90290,,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,Blink Network,34.106335,-118.590543,0,
Newport Mesa Church,2599 Newport Blvd,Costa Mesa,92626,,9am-4pm M-F,,33.6626539,-117.9001165,0,
Cal State Northridge - Lot B4,18111 Nordhoff St,Northridge,91330,,24 hours daily; parking permit required,,34.23933,-118.533,0,
NRCSV,5th Ave,Sunnyvale,94089,,24 hours daily,ChargePoint Network,37.4100229,-122.0236776,0,
Vacaville Regional Transport Center - Tesla,190 Hickory Ln,Vacaville,95688,,24 hours daily,,38.35172,-121.987,0,
Industrial Control Links,12840 Earhart Ave,Auburn,95602,,24 hours daily,,38.9507461,-121.0866284,0,
HP PALO ALTO,1501 Page Mill Rd,Palo Alto,94304,,24 hours daily,ChargePoint Network,37.4117871,-122.1491044,0,
FACEBOOK,1 hacker Way Building 10,Menlo Park,94025,,24 hours daily,ChargePoint Network,37.4841002,-122.1482519,0,
PARKMERCED,350 Arballo Dr,San Francisco,94132,,24 hours daily,ChargePoint Network,37.7204437,-122.4830322,0,
COUNTY OF SB,1201 W Chestnut Ave,Lompoc,93436,,24 hours daily,ChargePoint Network,34.6428337,-120.4715958,0,
Long Beach - Museum of Art,2300 East Ocean Blvd,Long Beach,90802,,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,Blink Network,33.763172,-118.166816,0,
Enriquez Estate Wines,3062 Old Adobe Rd,Petaluma,94954,,10am-6pm daily,,38.25908,-122.592,0,
Westfield MainPlace Mall,2800 N Main St,Santa Ana,92705,,24 hours daily,,33.77699,-117.871,0,
Hawthorne Municipal Airport - Tesla,3203 Jack Northrop Ave,Hawthorne,90250,,24 hours daily; for Tesla use only,,33.921425,-118.329996,0,
Ohlone College - Fremont Campus - Building 10,43600 Mission Blvd.,Fremont,94539,,MON: 6:00am-11:00pm | TUE: 6:00am-11:00pm | WED: 6:00am-11:00pm | THU: 6:00am-11:00pm | FRI: 6:00am-11:00pm | SAT: 6:00am-11:00pm | SUN: 6:00am-11:00pm,Blink Network,37.527668,-121.916673,0,
Mountain View Civic Center Garage,500 Castro St,Mountain View,94041,,"7am-11pm Sun-Th, 7am-1am F-Sat",,37.390383,-122.0827,0,
ORACLE PLS,5805 Owens Dr,Pleasanton,94588,,24 hours daily,ChargePoint Network,37.699445,-121.8902215,0,
SERVICEBLDG1,John F. Johnston Dr,Ventura,93003,,24 hours daily,ChargePoint Network,34.2706531,-119.2086273,0,
WATER GARDEN,1620 26th St.,Santa Monica,90404,,24 hours daily,ChargePoint Network,34.0294391,-118.4706952,0,
Saint Mark's School,39 Trellis Dr,San Rafael,94903,,24 hours daily,,38.007147,-122.554769,0,
UCSD - Hopkins Parking,9500 Gilman Drive,La Jolla,92037,,unknown,Blink Network,32.872709,-117.237681,0,
City of Morro Bay - Morro Bay Transit,535 Harbor St,Morro Bay,93442,,24 hours daily,,35.36725,-120.847,0,
Central Ford,5645 Firestone Blvd,South Gate,90280,,Dealership business hours,,33.9501606,-118.1666098,0,
CSUMB AVC & SC,4th Ave,Seaside,93955,,24 hours daily,ChargePoint Network,36.6541842,-121.8014526,0,
Benziger Family Winery,1883 London Ranch Rd.,Glen Ellen,95442,,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,Blink Network,38.360877,-122.542931,0,
350GREEN,15316 Nordhoff St,North Hills,91343,,24 hours daily,ChargePoint Network,34.2352333,-118.4661789,0,
City of Chula Vista - Towne Center Parking Structure,340 F Street,Chula Vista,91910,,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,Blink Network,32.6407479,-117.081577,0,
Office Max - Home Depot,7075 Firestone Blvd,Downey,90241,,24 hours daily,,33.9484681,-118.1571511,0,
Sacramento Municipal Utility District,6151 S St,Sacramento,95817,,24 hours daily,Greenlots,38.5522844,-121.4326497,0,
TARGET CORP,4551 2nd St,Davis,95618,,24 hours daily,ChargePoint Network,38.5538947,-121.6977681,0,
Hotel Solaire Los Angeles,1710 West 7th Street,Los Angeles,90017,,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,Blink Network,34.05449,-118.272838,0,
LENNAR M.I.,1080 Nimitz Ave,Vallejo,94592,,24 hours daily,ChargePoint Network,38.0998729,-122.2700534,0,
University of California - Berkeley - Parking Structure H,Hearst Ave & La Loma Ave,Berkeley,94709,,Garage business hours; pay lot,,37.87561,-122.2572,0,
Benicia City Hall ,250 E L St,Benicia,94510,,24 hours daily,,38.052033,-122.153,0,
City of San Diego Mission Bay Park Playa I,2590 E. Mission Bay Dr,San Diego,92109,,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,Blink Network,32.792266,-117.208468,0,
Mineta San Jose International Airport - Terminal A,2077 Airport Blvd,San Jose,95110,,24 hours daily; pay lot,,37.36395,-121.9238,0,
Evernote,305 Walnut St.,Redwood City,94063,,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,Blink Network,37.491941,-122.222105,0,
Ventura County Air Pollution Control District,669 County Square Dr,Ventura,93003,,24 hours daily,,34.268756,-119.2154,0,
CITY OF TULARE,3981 S K St,Tulare,93274,,24 hours daily,ChargePoint Network,36.17006,-119.33698,0,
Vacaville Regional Transport Center - ClipperCreek,190 Hickory Ln,Vacaville,95688,,24 hours daily,,38.35172,-121.987,0,
FNG FOX LOT,10201 West Pico Blvd,Los Angeles,90064,,24 hours daily,ChargePoint Network,34.05213,-118.4112627,0,
Hall Wines,401 St. Helena Highway South,St. Helena,94574,,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,Blink Network,38.490312,-122.451887,0,
Courtyard Marriott - Oxnard Ventura,600 E Esplanade Dr,Oxnard,93030,,24 hours daily; pay lot,,34.22935,-119.173,0,
SACRAMENTO,597 L St,Sacramento,95814,,24 hours daily,ChargePoint Network,38.579837,-121.499658,0,
Colton Utility Yard,150 S 10th St,Colton,92324,,7am-6pm M-Th,,34.0629484,-117.3218929,0,
CITYOFRIVERSIDE,2985 Madison St,Riverside,92504,,24 hours daily,ChargePoint Network,33.9302788,-117.4001007,0,
"Fox Studio Operations- Galaxy Parking Level P2 - Space 839, 840",10201 Pico Blvd,Los Angeles,90064,,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,Blink Network,34.0532,-118.412887,0,
FLEET SERVICES,Waterbird Way,Martinez,94553,,24 hours daily,ChargePoint Network,38.0185852,-122.0840836,0,
FERRADO,20401 SW Birch St,Newport Beach,92660,,24 hours daily,ChargePoint Network,33.6567372,-117.8788349,0,
TAMC,55 Plaza Cir,Salinas,93901,,24 hours daily,ChargePoint Network,36.6572933,-121.6578541,0,
IRVINE CO OFC,4365Executive Dr,San Diego,92122,,24 hours daily,ChargePoint Network,32.87465,-117.211827,0,
IRVINE CO OFC,20 Pacifica,Irvine,92618,,24 hours daily,ChargePoint Network,33.6506553,-117.749707,0,
SCE GATEWAY CTR,6090 N Irwindale Ave,Irwindale,91702,,24 hours daily,ChargePoint Network,34.1247189,-117.9321756,0,
350GREEN,3446 W Ball Rd,Anaheim,92804,,24 hours daily,ChargePoint Network,33.8166351,-118.0099106,0,
CITY OF ANAHEIM,200 S. Anaheim Blvd.,Anaheim,92805,,24 hours daily,ChargePoint Network,33.8345339,-117.9126024,0,
CERRITOS CC,11110 Alondra Blvd,Cerritos,90703,,24 hours daily,ChargePoint Network,33.8861447,-118.0961417,0,
RALSTON CRTYRDS,5525 Ralston St,Ventura,93003,,24 hours daily,ChargePoint Network,34.260318,-119.2157753,0,
Quallion,12744 San Fernando Road,Sylmar,91342,,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,Blink Network,34.302,-118.460222,0,
KOHL'S,2229 Foothill Blvd,La Verne,91750,,24 hours daily,ChargePoint Network,34.1133652,-117.7624664,0,
Los Angeles County - Harbor UCLA Medical Center,1000 W Carson St,Torrance,90502,,"24 hours daily; keypad activated, instructions on EVSE",,33.8306842,-118.2921913,0,
City of Rancho Cucamonga - Metrolink Station,8900 Milliken Ave,Rancho Cucamonga,91730,,Lot business hours,,34.09177,-117.559,0,
Moorpark Metrolink Station,300 High Street,Moorpark,93021,,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,Blink Network,34.284865,-118.879213,0,
Lodi Public Library,201 W Locust St,Lodi,95240,,24 hours daily,,38.1369049,-121.2749404,0,
CITY OF SEALBCH,706 Ocean Ave,Seal Beach,90740,,24 hours daily,ChargePoint Network,33.740259,-118.107565,0,
BOB SMITH BMW,24500 Calabasas Rd,Calabasas,91302,,24 hours daily,ChargePoint Network,34.1498003,-118.6614904,0,
Placer County Personnel Office,145 Fulweiler Ave,Auburn,95603,,24 hours daily,,38.9037674,-121.0817083,0,
MENLO COLLEGE,1000 El Camino Real,Atherton,94027,,24 hours daily,ChargePoint Network,37.4561567,-122.1932415,0,
FERRADO,20411 SW Birch St,Irvine,92697,,24 hours daily,ChargePoint Network,33.6567685,-117.8789046,0,
GOOGLE,2011 Stierlin Ct,Mountain View,94043,,24 hours daily,ChargePoint Network,37.4229273,-122.0768054,0,
DGS MAIN,1500 Capitol Ave,Sacramento,95814,,24 hours daily,ChargePoint Network,38.5745949,-121.4875109,0,
SAN JOSE,1608 Las Plumas Ave,San Jose,95133,,24 hours daily,ChargePoint Network,37.3603004,-121.8681008,0,
City of Palm Springs - Pavilion,401 S Pavilion Way,Palm Springs,92262,,24 hours daily,,33.818389,-116.524917,0,
City of Thousand Oaks - Transportation Center ,265 S Rancho Rd,Thousand Oaks,91361,,24 hours daily,,34.1750218,-118.8610077,0,
PRESIDIO TRUST,Taylor Rd,San Francisco,94129,,24 hours daily,ChargePoint Network,37.8007469,-122.4597626,0,
Baldwin Park Metrolink - Lot 2,3825 Downing Ave,Baldwin Park,91706,,24 hours daily,,34.0848329,-117.9586829,0,
UCR,W Campus Dr,Riverside,92507,,24 hours daily,ChargePoint Network,33.97321,-117.3320686,0,
Kearny Pearson Ford,7303 Clairemont Mesa Blvd,San Diego,92111,,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,Blink Network,32.831592,-117.161613,0,
CNTYOFRIVERSIDE,30755 Auld Rd,Murrieta,92563,,24 hours daily,ChargePoint Network,33.5833664,-117.1214676,0,
IRVINE CO OFC,10299 W Galaxy Way,Los Angeles,90067,,24 hours daily,ChargePoint Network,34.0543954,-118.4139978,0,
Wild Things Animal Park,400 River Rd,Salinas,93908,,Park business hours; pay lot,,36.593832,-121.624716,0,
WINDSOR APTS,2383 N Main St,Walnut Creek,94596,,24 hours daily,ChargePoint Network,37.9132156,-122.0660248,0,
CLOS DU BOIS,19410 Geyserville Ave,Geyserville,95441,,24 hours daily,ChargePoint Network,38.6850177,-122.8776897,0,
CCSF - SFO,San Francsico International Aiport International Garage G,SF,94128,,24 hours daily,ChargePoint Network,37.6155991,-122.3930166,0,
Kohl's Store #756 Santee,9412 Mission Gorge Rd,Santee,92071,,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,Blink Network,32.8397689,-116.994324,0,
UDR,310 Market St,San Diego,92101,,24 hours daily,ChargePoint Network,32.711758,-117.1526158,0,
VCOE,5100 Adolfo Rd,Camarillo,93012,,24 hours daily,ChargePoint Network,34.215493,-118.999937,0,
GOOGLE,2015 Stierlin Ct,Mountain View,94043,,24 hours daily,ChargePoint Network,37.4225759,-122.0757323,0,
STANFORD,295 Galvez St,Stanford,94305,,24 hours daily,ChargePoint Network,37.4325396,-122.1634471,0,
WEARTECH,1177 N Grove St,Anaheim,92806,,24 hours daily,ChargePoint Network,33.8579428,-117.8427589,0,
SOBRATO,200 Winchester Cir,Los Gatos,95032,,24 hours daily,ChargePoint Network,37.2592087,-121.9617691,0,
BMW OF FREMONT,5720 Cushing Pkwy,Fremont,94538,,24 hours daily,ChargePoint Network,37.4988137,-121.9749602,0,
Mossy Honda of Lemon Grove,3615 Lemon Grove Ave,Lemon Grove,91945,,Dealership business hours,,32.7454665,-117.0307831,0,
LSI CORP,1310 Ridder Park Dr,San Jose,95190,,24 hours daily,ChargePoint Network,37.3854073,-121.900198,0,
Long Beach - City Place Parking Structure,50 E 6th Street,Long Beach,90844,,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,Blink Network,33.774099,-118.1920629,0,
SMCCD,Skyline College 3300 College Dr,San Bruno,94066,,24 hours daily,ChargePoint Network,37.6289327,-122.4675822,0,
350GREEN,4051 Douglas Blvd,Granite Bay,95746,,24 hours daily,ChargePoint Network,38.7440262,-121.2246017,0,
Walgreens Store #4372 San Jose,780 East Santa Clara Street,San Jose,95112,,unknown,Blink Network,37.343405,-121.87461,0,
Hutchins Street Square Community Center,125 S Hutchins St,Lodi,95240,,24 hours daily,,38.131974,-121.280029,0,
STATION1,16444 S Highland Ave,Fontana,92336,,24 hours daily,ChargePoint Network,34.1354229,-117.4459152,0,
City of San Diego Mission Bay Park Bonita Cove,1100 West Mission Bay Drive,San Diego,92109,,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,Blink Network,32.770839,-117.248321,0,
DGS MAIN,1421 15th St,Sacramento,95814,,24 hours daily,ChargePoint Network,38.5735728,-121.488965,0,
Malibu Civic Center,23525 Civic Center Way,Malibu,90265,,24 hours daily,,34.0368387,-118.689072,0,
CITY OF DUBLIN,100 Civic Plaza,Dublin,94568,,24 hours daily,ChargePoint Network,37.7029915,-121.9182892,0,
HAYWARD LUMBER,1140 Sunset Dr,Pacific Grove,93950,,24 hours daily,ChargePoint Network,36.6162975,-121.9348066,0,
Salk Institute,10010 North Torrey Pines Road,La Jolla,92037,,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,Blink Network,32.887139,-117.245659,0,
Cinemark Napa Valley CA,195 Gasser Drive,Napa,94558,,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,Blink Network,38.283383,-122.278604,0,
QUICK CHARGE,1665 Industrial Park Ave,Redlands,92374,,24 hours daily,ChargePoint Network,34.0655318,-117.212027,0,
COUNTY SONOMA,16349 Doran Beach Rd,Bodega Bay,94923,,24 hours daily,ChargePoint Network,38.3145253,-123.0435421,0,
UCSC,McLaughlin Dr,Santa Cruz,95064,,24 hours daily,ChargePoint Network,36.9992858,-122.0634749,0,
ESSEX,21201 Kittridge St,Los Angeles,91303,,24 hours daily,ChargePoint Network,34.1915607,-118.594121,0,
UCSD - Structural & Materials Engineering Building,9500 Gilman Drive,La Jolla,92037,,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,Blink Network,32.879407,-117.23352,0,
PLEASANTONEVSTN,200 Old Bernal Ave,Pleasanton,94566,,24 hours daily,ChargePoint Network,37.6582658,-121.878662,0,
University of California Davis - Plug-In Hybrid and Electric Vehicle Research Center,1590 Tilia St,Davis,95616,,24 hours daily,,38.54167,-121.771,0,
UC UCIMC,101 The City Dr. S,Orange,92868,,24 hours daily,ChargePoint Network,33.7880128,-117.8902483,0,
CITY OF VENTURA,336 Sanjon Rd,Ventura,93001,,24 hours daily,ChargePoint Network,34.2753906,-119.2808151,0,
Terraces at Copley Point,5887-5893 Copley Drive,San Diego,92111,,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,Blink Network,32.845336,-117.172845,0,
PHOENIXMOTORCRS,401 S Doubleday Ave,Ontario,91761,,24 hours daily,ChargePoint Network,34.0555174,-117.5654963,0,
City of Chula Vista - Loma Verde Recreation Center,1420 Loma Lane,Chula Vista,91910,,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,Blink Network,32.601711,-117.049032,0,
UCR,513 N Campus Dr,Riverside,92507,,24 hours daily,ChargePoint Network,33.9759192,-117.3245463,0,
San Dimas Park & Ride,205 S San Dimas Ave,San Dimas,91773,,24 hours daily,,34.105203,-117.807471,0,
ESSEX,12005 Albers St,Los Angeles,91607,,24 hours daily,ChargePoint Network,34.1706349,-118.3936399,0,
South Coast Air Quality Management District,21865 Copley Dr,Diamond Bar,91765,,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,Blink Network,34.002108,-117.829044,0,
United Markets San Anselmo,100 Red Hill Rd.,San Anselmo,94960,,MON: 7:00am-7:30pm | TUE: 7:00am-7:30pm | WED: 7:00am-7:30pm | THU: 7:00am-7:30pm | FRI: 7:00am-7:30pm | SAT: 7:00am-7:30pm | SUN: 7:00am-7:30pm,Blink Network,37.977039,-122.553881,0,
SMCCD,4200 Farm Hill BLVD,Redwood City,94061,,24 hours daily,ChargePoint Network,37.4486136,-122.2646213,0,
CARCHARGING,4120 Dublin Blvd,Dublin,94568,,24 hours daily,ChargePoint Network,37.7038866,-121.8731417,0,
ICIS,540 W Colorado St,Glendale,91204,,24 hours daily,ChargePoint Network,34.1422525,-118.2661369,0,
SAN JOSE,48-72 N 4th St,San Jose,95112,,24 hours daily,ChargePoint Network,37.3384016,-121.8879349,0,
Belle Cooledge Library,5600 S Land Park Dr,Sacramento,95822,,24 hours daily,,38.524403,-121.5112,0,
HUNTINGTONBEACH,7777 Edinger Ave,Huntington Beach,92647,,24 hours daily,ChargePoint Network,33.7329135,-117.9942343,0,
Fairfield City Hall,1000 Webster St,Fairfield,94533,,24 hours daily,,38.2514613,-122.0433643,0,
BAYSHORE TECH,1600 Bridge Pkwy,Redwood City,94065,,24 hours daily,ChargePoint Network,37.5368819,-122.2581138,0,
BMW FACILITIES,608 W Emporia St,Ontario,91762,,24 hours daily,ChargePoint Network,34.0617433,-117.6583414,0,
City of Chula Vista - Parkway Community Center & Gym,373 Park Way,Chula Vista,91910,,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,Blink Network,32.637998,-117.082687,0,
City of Palm Springs - Fleet Maintenance Yard,425 Civic Dr,Palm Springs,92262,,24 hours daily,,33.828555,-116.515825,0,
"AAA - Auto Club of Southern California, Los Angeles Branch",2601 S Figueroa St,Los Angeles,90007,,9am-5pm M-F,,34.02828,-118.2778,0,
"Fox Studio Operations- Galaxy Parking - Level P2 - Space 841, 842",10201 Pico Blvd,Los Angeles,90035,,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,Blink Network,34.0532,-118.412887,0,
